word,level,encoded_level
inexorable,C2,5
inexorably,C2,5
inexpensive,A2,1
inexperienced,B2,3
inexplicable,C1,4
inexplicably,C1,4
infallibility,C2,5
infallible,C2,5
infallibly,C2,5
infant,B2,3
infect,B2,3
infected,B2,3
infection,B1,2
infectious,B2,3
infer,B2,3
inference,B2,3
infernal,C2,5
infernally,C2,5
infinite,C1,4
infinitive,B1,2
inflammation,B2,3
inflammatory,B2,3
inflate,B2,3
inflation,B2,3
influence,B2,3
influential,B2,3
influenza,B2,3
info,B2,3
inform,B1,2
informal,B2,3
informant,C2,5
information,A1,0
informative,B1,2
informed,C2,5
infrastructure,C1,4
infringe,B2,3
infringement,B2,3
ingenious,C1,4
ingenuity,C1,4
ingenuous,C2,5
ingenuously,C2,5
ingrate,C2,5
ingratiate,C2,5
ingratiating,C2,5
ingratiatingly,C2,5
ingredient,B1,2
inhabit,B2,3
inhabitant,B1,2
inhale,B1,2
inherent,C1,4
inherently,C1,4
inherit,B2,3
inheritance,C1,4
initial,B2,3
initially,B1,2
initiate,B2,3
initiative,B2,3
inject,B1,2
injection,B2,3
injure,A2,1
injured,B2,3
injury,B1,2
injustice,C1,4
ink,B1,2
innate,B2,3
inner,A2,1
innermost,B1,2
innocent,B1,2
innocently,B2,3
innovate,C1,4
innovation,C1,4
innovative,C1,4
innovator,B1,2
innuendo,C2,5
innumerable,C2,5
input,B2,3
inquire,C1,4
enquire,C1,4
inquiry,B1,2
insane,B1,2
inscribe,B1,2
inscription,B1,2
inscrutable,C2,5
insect,A2,1
insecure,C1,4
insecurely,C1,4
insensitive,C1,4
insensitively,C1,4
inseparable,B2,3
insert,B2,3
insertion,C2,5
inside,B2,3
insight,B1,2
insightful,C1,4
insightfully,C1,4
insignificant,C2,5
insist,B1,2
insistence,C1,4
inspect,B2,3
inspection,B1,2
inspector,B2,3
inspiration,A2,1
inspirational,B2,3
inspire,B1,2
inspiring,C2,5
install,B1,2
instal,B1,2
installation,B2,3
instance,B1,2
instant,A2,1
instantaneous,C2,5
instantaneously,C2,5
instantly,B2,3
instead,A2,1
instead of,B1,2
instill,B2,3
instil,B2,3
instinct,B2,3
instinctive,C1,4
instinctively,C1,4
institute,C1,4
institution,B2,3
institutional,B2,3
instruct,B2,3
instruction,B1,2
instructor,B1,2
instrument,A2,1
instrumental,C1,4
insubordinate,C1,4
insubordinately,C1,4
insubordination,C1,4
insufficient,B2,3
insular,C2,5
insult,B2,3
insurance,B1,2
insure,B1,2
insurer,C1,4
intake,C1,4
integral,C1,4
integrate,B2,3
integrated,B2,3
integration,C2,5
integrity,B2,3
intellect,C1,4
intellectual,B2,3
intelligence,A2,1
intelligent,A2,1
intend,B1,2
intense,B1,2
intensify,C1,4
intensity,B2,3
intensive,B1,2
intent,B2,3
intention,B1,2
intentionally,B1,2
interact,B1,2
interaction,B1,2
interactive,B2,3
interest,B1,2
interest rate,C2,5
interested,A1,0
interesting,A1,0
interface,C1,4
interfere,B2,3
interference,C1,4
interim,C1,4
interior,B2,3
interject,C1,4
interjection,C1,4
interlocking,C2,5
interlocutor,C2,5
interlude,C2,5
intermediary,C2,5
intermediate,B1,2
intermission,B1,2
internal,B1,2
internally,C2,5
international,A2,1
internationally,B1,2
internet,A1,0
interpersonal,B2,3
interpret,B2,3
interpretation,B2,3
interpreter,B2,3
interrogate,C2,5
interrogation,C2,5
interrogative,C2,5
interrogatively,C2,5
interrupt,B1,2
interruption,B2,3
intersection,B2,3
intersperse,C2,5
interval,B1,2
intervene,B2,3
intervention,B1,2
interview,B1,2
interviewee,B1,2
interviewer,A1,0
interweave,C2,5
intimate,B2,3
into,A1,0
intransitive,B2,3
intravenous,B2,3
intrinsic,C2,5
intrinsically,C2,5
introduce,A1,0
introduction,B1,2
introductory,C2,5
intrude,B2,3
intruder,B2,3
intrusion,B2,3
intuit,C1,4
intuition,C1,4
intuitive,C1,4
intuitively,C1,4
invade,A2,1
invaluable,C1,4
invariable,B2,3
invariably,B2,3
invasion,B1,2
invent,A2,1
invention,A2,1
inventor,B2,3
inverted commas,B2,3
invest,B1,2
investigate,B2,3
investigation,B1,2
investigator,B2,3
investment,B2,3
investor,B2,3
invisible,B2,3
invitation,B1,2
invite,A2,1
invitingly,B2,3
invoice,C1,4
invoke,B2,3
involuntarily,B1,2
involve,B1,2
involved,B1,2
involvement,B2,3
iran,B1,2
iranian,C2,5
iraq,C2,5
iraqui,A2,1
irate,C1,4
irately,C1,4
ireland,A1,0
irish,A1,0
iron,B1,2
ironic,C2,5
ironically,B2,3
ironing,B1,2
irony,C1,4
irrational,B2,3
irregular,B1,2
irrelevancy,C2,5
irrelevant,C1,4
irresistible,B2,3
irresistibly,B2,3
irresponsible,B2,3
irrevocable,C2,5
irrevocably,C2,5
irritate,B1,2
irritated,B2,3
irritating,B2,3
irritation,C2,5
is,A1,0
islam,B2,3
islamic,B2,3
island,A1,0
islander,B2,3
isle,B1,2
isolate,C1,4
isolated,C1,4
isolation,B2,3
israel,A2,1
israeli,B1,2
issue,B2,3
it,A2,1
italian,A2,1
italicize,B2,3
italicise,B2,3
italy,A2,1
itch,B2,3
item,A1,0
itinerary,C1,4
its,A1,0
itself,A2,1
ivory,B1,2
jacket,A1,0
jade,B1,2
jail,B1,2
gaol,B1,2
jam,B2,3
january,A1,0
japan,A2,1
japanese,A2,1
jar,B1,2
jargon,C2,5
jarring,C2,5
jaw,B2,3
jazz,B1,2
jealous,B1,2
jealously,B2,3
jealousy,C2,5
jeans,A1,0
jelly,A2,1
jeopardize,B2,3
jeopardise,B2,3
jerk,C1,4
jersey,C1,4
jesus,A1,0
jet,A1,0
jew,B1,2
jewel,B1,2
jeweler,B2,3
jeweller,B2,3
jewellery,B2,3
jewelry,A1,0
jewish,B1,2
job,A1,0
jog,C1,4
jogging,B1,2
join,A1,0
join in,A2,1
joint,B2,3
jointly,C2,5
joke,B1,2
jolly,C2,5
jordan,B1,2
journal,B1,2
journalism,B2,3
journalist,B1,2
journalistic,C2,5
journey,A2,1
joy,A2,1
judge,B1,2
judgement,B1,2
judgment,B1,2
judicial,B1,2
judo,B2,3
jug,B1,2
juice,A1,0
juicy,B1,2
july,A1,0
jump,B2,3
jumper,B1,2
junction,B2,3
june,A1,0
jungle,B1,2
junior,A2,1
junk,A2,1
junk food,B2,3
jurisdiction,C1,4
juror,B2,3
jury,B2,3
just,A1,0
justice,B1,2
justifiable,C2,5
justification,B2,3
justified,C2,5
justify,B2,3
justly,C1,4
juvenile,C1,4
kangaroo,B2,3
karaoke,B2,3
keen,B2,3
keep,A1,0
keep on,C2,5
keep up,C2,5
keeper,B2,3
kerosene,B2,3
kettle,B1,2
key,A1,0
keyboard,B1,2
keystroke,B2,3
kick,A1,0
kid,B1,2
kidnap,C2,5
kidnapping,C2,5
kidney,C1,4
kill,A1,0
killer,A2,1
killing,B1,2
kilo,A2,1
kilogram,A2,1
kilogramme,A2,1
kilometer,A2,1
kilometre,A2,1
kind,A2,1
kindergarten,C1,4
kindly,B1,2
kindness,B1,2
kinetic,C2,5
kinetically,C2,5
king,A1,0
kingdom,A2,1
kiosk,C2,5
kiss,B1,2
kit,A2,1
kitchen,A1,0
kite,A1,0
kitten,B1,2
km,B1,2
knack,C2,5
knackered,C1,4
knee,A1,0
kneel,B2,3
knickers,B2,3
knife,A1,0
knight,C1,4
knit,B1,2
knob,C2,5
knock,B1,2
knot,B2,3
know,A1,0
knowingly,B2,3
knowledge,A2,1
knowledgeable,C1,4
known,B2,3
korean,B2,3
kosovo,B2,3
kurdish,C1,4
lab,B1,2
label,B2,3
labor,A2,1
laboratory,B1,2
labourer,B2,3
laborer,B2,3
labour,A2,1
lack,B2,3
lacklustre,C1,4
lackluster,C1,4
lad,B1,2
ladder,B1,2
lady,A1,0
lager,B2,3
lake,A2,1
lamb,B1,2
lame,B2,3
lament,C2,5
lamentation,C2,5
lamp,A2,1
lance,B2,3
land,B1,2
landing,B2,3
landlady,B2,3
landlord,B1,2
landmark,C2,5
landscape,C1,4
landslide,B2,3
lane,A2,1
language,A1,0
lantern,C2,5
lap,C1,4
lapse,C1,4
laptop,B2,3
large,A1,0
largely,B1,2
lark,C2,5
laryngitis,C2,5
laser,B2,3
lassitude,C2,5
last,B1,2
last minute,B2,3
last name,A1,0
last night,C2,5
lasting,B1,2
lastly,B2,3
last-minute,B2,3
late,A1,0
latecomer,B1,2
lately,B1,2
latent,C1,4
later,B2,3
latest,A2,1
latin,A2,1
latitude,C1,4
latter,B2,3
laud,C2,5
laudatory,C2,5
laugh,B1,2
laugh at,C2,5
laughter,B1,2
launch,C1,4
laundry,B2,3
lava,B2,3
lavatory,C1,4
law,A2,1
lawful,B1,2
lawmaker,B2,3
lawn,B2,3
lawsuit,B2,3
lawyer,A2,1
lay,B1,2
layabout,B2,3
layer,B1,2
layout,B1,2
laziness,A2,1
lazy,A1,0
lead,B1,2
leader,A1,0
leadership,B1,2
leading,B1,2
leaf,A1,0
leaflet,B2,3
league,B1,2
leak,B2,3
lean,B2,3
leap,B2,3
learn,A1,0
learner,A2,1
learning,B2,3
lease,B2,3
leash,B2,3
least,B2,3
leather,A2,1
leave,B1,2
leave out,C2,5
leaven,C2,5
leavening,C2,5
lebanon,C1,4
lecture,B1,2
lecturer,B2,3
leek,B2,3
left,A2,1
left-hand,A2,1
leg,A1,0
legacy,C1,4
legal,B1,2
legality,C2,5
legally,B1,2
legend,B2,3
legendary,B2,3
legion,C2,5
legislate,B2,3
legislation,B2,3
legislative,B2,3
legislator,B2,3
legislature,B2,3
legitimacy,C2,5
legitimate,B2,3
leisure,A2,1
leisurely,B2,3
lemon,A2,1
lemonade,A2,1
lend,A2,1
length,B1,2
lengthen,B2,3
lengthy,B2,3
lens,B2,3
leopard,B2,3
less,A2,1
lessen,B1,2
lesser,C1,4
lesson,A1,0
lest,B2,3
let,A1,0
let down,C2,5
let go,A2,1
let off,C2,5
lethargic,C1,4
lethargically,C1,4
lethargy,C1,4
letter,A1,0
lettuce,B1,2
level,B2,3
lever,C2,5
levy,C2,5
liability,A2,1
liable,B1,2
liaise,C2,5
liaison,C1,4
liar,B1,2
liberal,B2,3
liberate,B1,2
liberation,B1,2
liberty,A2,1
librarian,B1,2
library,A1,0
licence,A2,1
license,A2,1
licensing,C2,5
lick,B2,3
lid,B2,3
lie,B1,2
lie down,A1,0
life,A1,0
lifeguard,B1,2
lifeless,B2,3
lifelong,B1,2
lifestyle,A2,1
lifetime,B2,3
lift,B1,2
light,B1,2
lighten,B2,3
lighter,B1,2
lighting,B2,3
lightly,B1,2
lightning,B1,2
like,B1,2
likelihood,C1,4
likely,A2,1
likeness,B1,2
likes,C1,4
likewise,B2,3
lily,A1,0
limb,B2,3
limit,B1,2
limitation,B1,2
limited,B1,2
limitless,C1,4
limp,B1,2
line,B2,3
linear,C1,4
linearly,C1,4
linen,B2,3
liner,B2,3
ling,B2,3
linger,B2,3
linguistic,B1,2
link,B1,2
lion,A1,0
lip,A2,1
liquid,B1,2
liquidate,C2,5
liquidation,C2,5
list,B2,3
listen,A1,0
listener,B2,3
listing,B2,3
liter,A2,1
litre,A2,1
literacy,C1,4
literal,B2,3
literally,B2,3
literary,B1,2
literature,B1,2
litter,B2,3
little,B1,2
live,B1,2
live together,C2,5
lively,A2,1
liver,B1,2
livestock,C1,4
living,B2,3
living room,A1,0
load,B2,3
loads,A2,1
loaf,B1,2
loan,B2,3
lobby,B2,3
local,A2,1
locality,C1,4
locally,B2,3
locate,B1,2
location,B1,2
lock,B1,2
locomotion,C2,5
locomotive,C2,5
lodge,C1,4
log,B1,2
logic,B1,2
logical,A2,1
logically,C2,5
logo,B1,2
loiter,C2,5
london,A1,0
loneliness,B2,3
lonely,A1,0
long,A2,1
long-distance,B2,3
longer,A1,0
longing,C2,5
long-lasting,C2,5
long-term,B2,3
loo,C2,5
look,A1,0
look after,A2,1
look at,A2,1
look for,A1,0
look forward to,B1,2
look into,C2,5
look round,C2,5
look up,C2,5
loom,C1,4
loop,B2,3
loose,A2,1
loosely,B2,3
lord,B1,2
lorry,B1,2
lose,A2,1
loser,C1,4
loss,B1,2
lost,A2,1
lot,A2,1
lottery,B1,2
loud,B1,2
loudly,A2,1
loudspeaker,B1,2
lounge,B1,2
lousy,B2,3
love,A1,0
lovely,A1,0
lover,A2,1
loving,C1,4
lovingly,B1,2
low,A2,1
lower,B2,3
lowland,B2,3
loyal,B1,2
loyalty,B1,2
luck,A1,0
luckily,A2,1
lucky,A1,0
lucrative,B2,3
ludicrous,C1,4
ludicrously,C1,4
luggage,B1,2
luminous,C2,5
lump,B2,3
lunch,A2,1
lunchtime,B1,2
lung,B2,3
lurid,C2,5
luridly,C2,5
lush,B2,3
lust,C1,4
luxurious,B2,3
luxury,C1,4
lyric,C2,5
lyrical,C2,5
lyrically,C2,5
lyricist,C2,5
lyrics,B2,3
'm,A1,0
ma,C1,4
macabre,C1,4
machine,A1,0
machinery,B1,2
mad,A2,1
madam,B2,3
madame,B2,3
madness,B2,3
maelstrom,C2,5
maestro,B2,3
mafia,C2,5
magazine,A1,0
maggot,C2,5
magic,A2,1
magical,B1,2
magician,B1,2
magnanimity,C2,5
magnanimous,C2,5
magnanimously,C2,5
magnate,C2,5
magnetic,C1,4
magnetically,C1,4
magnetism,C1,4
magnificent,B1,2
magnify,B2,3
magpie,C2,5
mail,B1,2
mail box,C2,5
mailbox,B1,2
mailing,C1,4
main,B1,2
main course,A2,1
mainland,C1,4
mainly,A2,1
mainstream,C1,4
maintain,B1,2
maintenance,B1,2
majesty,C1,4
major,B2,3
majority,B1,2
make,B2,3
make into,C2,5
make love,C2,5
make up for,C2,5
make up,C2,5
maker,A2,1
make-up,A2,1
making,C1,4
malady,B2,3
malaria,B2,3
malaysian,C1,4
male,B1,2
malfunction,C1,4
malice,C2,5
malicious,C2,5
maliciously,C2,5
mall,A2,1
malleability,C2,5
malleable,C2,5
malta,C1,4
mama,B2,3
mamma,B2,3
man,C1,4
manage,A2,1
management,B1,2
manager,A2,1
managerial,C2,5
mandate,C1,4
mandatory,C1,4
maneuver,C2,5
manoeuvre,C2,5
mangle,C2,5
mango,B2,3
manicure,C1,4
manipulate,B2,3
manipulation,C1,4
mankind,B1,2
man-made,C2,5
manner,A2,1
mansion,B2,3
manual,B2,3
manufacture,B2,3
manufacturer,B2,3
manufacturing,B2,3
manuscript,C1,4
many,A1,0
map,A1,0
maple,B1,2
mapping,C2,5
marathon,B2,3
marble,B1,2
march,B1,2
margarine,C2,5
margin,B2,3
marginal,C1,4
marginally,C1,4
marine,B1,2
mariner,C2,5
maritime,C2,5
mark,A2,1
marked,B1,2
marker,C2,5
market,B1,2
marketability,C2,5
marketing,B2,3
marking,C2,5
mark-up,C1,4
marmalade,B2,3
marriage,B1,2
married,A2,1
marry,A2,1
martial art,B2,3
marvel,C2,5
marvellous,B1,2
marvelous,A2,1
masculine,C2,5
mash,B1,2
mask,B2,3
mass,B2,3
massacre,B2,3
massage,B2,3
masseur,B2,3
massive,B1,2
mast,C2,5
master,B2,3
masterpiece,B2,3
mastery,B2,3
mat,C1,4
match,B1,2
mate,B2,3
material,A2,1
materialism,C2,5
materialistic,C2,5
materialization,C2,5
materialisation,C2,5
materialize,C2,5
materialise,C2,5
maternal,C1,4
maternalistic,C1,4
math,A1,0
mathematical,B2,3
mathematician,B1,2
mathematics,B1,2
maths,B1,2
matrix,C1,4
matter,A2,1
mattress,C1,4
mature,B2,3
maturity,C1,4
mausoleum,B2,3
maverick,C2,5
max,A2,1
maximal,C2,5
maximise,C1,4
maximum,B1,2
may,A1,0
maybe,A1,0
mayonnaise,C2,5
mayor,B1,2
me,A1,0
meadow,C1,4
meager,C2,5
meagre,C2,5
meal,A1,0
mean,B2,3
meaning,A2,1
meaningful,B1,2
meaningless,C1,4
meaninglessly,C1,4
means,B2,3
meantime,B2,3
meanwhile,B1,2
measure,B1,2
measurement,B1,2
meat,A1,0
mechanic,B1,2
mechanical,B1,2
mechanism,C1,4
mechanize,B2,3
mechanise,B2,3
medal,A2,1
media,B2,3
mediate,C2,5
mediation,C2,5
mediator,C2,5
medical,A2,1
medication,B2,3
medicine,A1,0
medieval,B2,3
mediaeval,B2,3
mediocre,B2,3
mediocrity,C2,5
meditate,B1,2
meditation,B1,2
mediterranean,B1,2
medium,B1,2
meet,A1,0
meet with,C2,5
meeting,A1,0
melancholy,C2,5
melodious,C2,5
melodiously,C2,5
melody,B2,3
melon,A2,1
melt,B1,2
member,A2,1
membership,B1,2
membrane,C2,5
memorable,B1,2
memorial,B2,3
memorize,B1,2
memorise,B1,2
memory,A1,0
menace,C2,5
menacing,C2,5
menacingly,C2,5
mend,B1,2
menial,C2,5
mental,B1,2
mentality,C2,5
mentally,B1,2
mention,B1,2
mentor,B2,3
menu,A2,1
mercantile,C2,5
mercenary,C2,5
merchandise,B2,3
merchant,B1,2
mercy,B2,3
mere,C2,5
merely,B1,2
merge,B2,3
merger,C2,5
merit,C2,5
merry,A1,0
mesh,C2,5
mesmeric,C2,5
mess,B2,3
mess around,C2,5
mess up,C2,5
message,A1,0
message board,B1,2
messenger,B2,3
messy,B1,2
metal,A2,1
metalled,C2,5
metallic,C2,5
metaphor,B2,3
meteorological,C2,5
meteorology,C2,5
meter,A2,1
metre,A2,1
method,A2,1
methodical,C1,4
methodological,C2,5
methodologically,C2,5
methodology,C2,5
meticulous,C2,5
meticulously,C2,5
metric,B2,3
metropolis,C2,5
metropolitan,B2,3
mexican,C2,5
mexico,B1,2
micro,B2,3
microbe,B2,3
microcomputer,B2,3
micrometer,B2,3
micrometre,B2,3
microorganism,B2,3
microphone,B2,3
microscope,B2,3
microscopic,B2,3
microscopy,B2,3
microwave,B2,3
midday,A2,1
middle,A2,1
middle-aged,B1,2
midnight,A2,1
midst,B2,3
midwife,C1,4
midwifery,C2,5
mien,C2,5
might,A2,1
mighty,B2,3
migration,B2,3
mild,B1,2
mile,B1,2
milestone,C2,5
milieu,C2,5
militant,C2,5
military,A2,1
milk,A1,0
mill,B2,3
millennium,C2,5
millimeter,B2,3
millimetre,B2,3
million,A2,1
millionaire,B2,3
mimic,B2,3
mince,C2,5
mind,A2,1
mine,B2,3
minefield,C2,5
mineral,B1,2
mineral water,A2,1
mingle,C1,4
mini,C1,4
miniature,B2,3
minibus,B2,3
minimal,B2,3
minimise,B2,3
minimize,B2,3
minimum,B1,2
mining,C1,4
minister,B2,3
ministerial,C2,5
ministry,A2,1
minor,B1,2
minority,B1,2
minster,C2,5
mint,B2,3
minus,B1,2
minute,A1,0
minutes,C2,5
minutiae,C1,4
miracle,B1,2
mirror,A2,1
mischief,B1,2
misconception,B2,3
misdemeanor,C2,5
misdemanour,C2,5
miserable,B1,2
misery,B1,2
misfortune,B2,3
mislead,B1,2
misleading,B2,3
misplace,C1,4
miss,A1,0
missile,B2,3
missing,A2,1
mission,B1,2
mist,B2,3
mistake,A2,1
mistreat,B2,3
mistress,C1,4
mistrustful,B2,3
misty,B1,2
misunderstand,B2,3
misunderstanding,B1,2
mix,B2,3
mixed,B2,3
mixing bowl,B1,2
mixture,B2,3
moan,C1,4
mobile,A2,1
mobile phone,A1,0
mobilise,C2,5
mobility,B2,3
mock,B2,3
modal,B1,2
mode,B1,2
model,B1,2
modem,B1,2
moderate,B1,2
modern,A2,1
modernisation,C2,5
modernism,C2,5
modernization,B2,3
modernize,B2,3
modernise,B2,3
modest,B2,3
modification,B2,3
modify,B1,2
module,B2,3
mogul,B2,3
moist,C2,5
moisture,B1,2
mold,C2,5
mould,C2,5
molecular,C1,4
molecule,B1,2
mom,A1,0
moment,A1,0
momentarily,B2,3
momentary,B2,3
momentum,C1,4
mommy,A1,0
mommie,A1,0
monarchy,C1,4
monastery,B2,3
monastic,C2,5
monday,A1,0
monetary,B1,2
money,A1,0
monitor,B1,2
monitoring,C1,4
monk,B1,2
monkey,A1,0
monopoly,B2,3
monotonous,C1,4
monotonously,C1,4
monotony,C1,4
monster,B1,2
month,A1,0
monthly,B1,2
monument,B1,2
mood,A2,1
moody,B2,3
moon,A1,0
moonlight,B2,3
moonscape,B2,3
moor,C2,5
moral,B2,3
morality,B2,3
morally,B2,3
more,B1,2
moreover,B1,2
moribund,C2,5
morning,A1,0
mortal,B2,3
mortar,B2,3
mortgage,B2,3
mortify,B2,3
mosque,A2,1
mosquito,B1,2
moss,B1,2
most,A2,1
mostly,A2,1
mother,A1,0
mother-in-law,B2,3
motherland,B1,2
motion,B2,3
motionless,B1,2
motivate,B1,2
motivated,B2,3
motivation,B1,2
motive,B1,2
motley,C1,4
motor,B1,2
motorbike,B2,3
motorcycle,B1,2
motorist,B2,3
motorway,A2,1
mottled,C2,5
motto,B1,2
mount,B2,3
mountain,A1,0
mountaineer,C1,4
mountaintop,B1,2
mourn,B1,2
mournful,B2,3
mouse,A1,0
moustache,C2,5
mouth,A1,0
move,A2,1
move out,C2,5
movement,B1,2
mover,B2,3
movie,A1,0
moving,B2,3
mp3 player,A2,1
mr.,A1,0
mr,A1,0
ms,A1,0
mrs,A1,0
mrs.,A1,0
ms.,A2,1
much,A1,0
muck,B2,3
mud,B1,2
muddy,B2,3
mug,A2,1
muhammad,B2,3
mule,B1,2
mull over,C2,5
multimedia,C1,4
multiple,B2,3
multiply,B2,3
multitude,C2,5
mum,A1,0
mumble,B2,3
mummy,A2,1
munch,C1,4
mundanity,C2,5
municipal,C1,4
munificence,C2,5
murder,B1,2
murderer,C1,4
murmur,B2,3
muscle,B1,2
muscle-bound,C2,5
muscular,C1,4
muse,B2,3
museum,A2,1
mushroom,A2,1
music,A1,0
musical,B2,3
musician,A1,0
muslim,B1,2
must,A1,0
mustache,B2,3
mustard,B1,2
mutability,B2,3
mutable,B2,3
mutinous,C2,5
mutinously,C2,5
mutter,B2,3
mutton,B2,3
mutual,B1,2
mutually,C1,4
my,A1,0
myriad,C2,5
myself,A2,1
mysterious,B2,3
mystery,A2,1
mystic,C2,5
mystify,B2,3
mystique,C2,5
myth,B1,2
mythological,C1,4
mythology,C1,4
na´ve,C2,5
nag,C2,5
nail,B1,2
naive,C1,4
naively,C1,4
naivety,C1,4
naked,B1,2
name,B1,2
name after,C2,5
namely,B2,3
nanny,B2,3
nano,B2,3
nap,B1,2
napkin,A2,1
nappy,C1,4
narcissistic,B2,3
narrate,B1,2
narrative,B1,2
narrator,B2,3
narrow,B1,2
narrowly,B2,3
nascent,C2,5
nasty,B1,2
nation,A2,1
national,A2,1
nationalism,C1,4
nationalist,B1,2
nationality,A1,0
nationally,C1,4
nationwide,B2,3
native,A2,1
native speaker,B2,3
natural,A2,1
naturally,B1,2
naturalness,C1,4
nature,C1,4
naughty,B2,3
naval,B2,3
navigate,B2,3
navigation,B2,3
navy,B2,3
navy blue,B1,2
nazi,C2,5
near,B1,2
nearby,B1,2
nearly,A2,1
neat,B2,3
necessarily,B2,3
necessary,A2,1
necessity,B2,3
neck,A1,0
necklace,B1,2
nectar,B1,2
need,B2,3
needle,B1,2
needless,B2,3
needy,B2,3
negative,A2,1
negatively,B2,3
neglect,B2,3
neglectful,C1,4
negligent,C1,4
negligently,C1,4
negligible,C1,4
negotiate,B1,2
negotiation,B1,2
neighbor,A2,1
neighborhood,B1,2
neighboring,C1,4
neighbour,A2,1
neighbourhood,B1,2
neighbouring,C1,4
neither,B2,3
neophyte,C2,5
nephew,B1,2
nerve,B2,3
nerves,B2,3
nervous,A2,1
nervously,B2,3
nervousness,B1,2
ness,B1,2
nest,B2,3
net,B1,2
netherlands,B1,2
netsurfer,B2,3
network,B1,2
networking,C2,5
neurosis,B2,3
neutral,B1,2
neutralization,C1,4
neutralisation,C1,4
neutralize,C1,4
neutralise,C1,4
never,A1,0
never mind.,C2,5
nevertheless,B1,2
new,A1,0
new year,C2,5
new zealand,A2,1
newborn,B1,2
newcomer,B1,2
newly,B1,2
news,A1,0
newscaster,B2,3
newsletter,C1,4
newspaper,A1,0
newsworthy,B2,3
next,B2,3
next door,B1,2
next to,A2,1
next-door,B1,2
nibble,C2,5
nice,A1,0
nicely,B2,3
niche,C1,4
nick,B2,3
nickname,B1,2
niece,B1,2
nigeria,B2,3
nigh,C2,5
night,A1,0
nightclub,B2,3
nightlife,B1,2
nightmare,B2,3
nine,A1,0
nineteen,A1,0
nineteenth,A2,1
ninety,A1,0
ninth,A2,1
nip,B2,3
no,A1,0
no one,A2,1
nobility,B2,3
noble,B2,3
nobleman,B2,3
nobody,A2,1
nocturnal,C1,4
nod,B2,3
node,C1,4
noise,A1,0
noisily,B1,2
noisy,A2,1
nomad,B2,3
nominate,C1,4
nomination,B2,3
nominee,B2,3
nonchalant,C2,5
nonchalantly,C2,5
nondescript,C1,4
none,B1,2
nonetheless,B1,2
non-existent,C2,5
nonprofessional,B2,3
nonsense,B1,2
non-smoking,B2,3
noon,A2,1
nor,B1,2
norm,B2,3
normal,A2,1
normally,B1,2
norms,C1,4
north,A2,1
northeast,B1,2
northeastern,B1,2
northern,B1,2
northward,B2,3
northwest,B1,2
northwestern,B1,2
norway,B1,2
norwegian,C1,4
nose,A1,0
nostalgia,C2,5
nostalgic,C2,5
nostalgically,C2,5
nostril,B2,3
not,A1,0
not bad,C2,5
notable,C1,4
notably,B1,2
note,A1,0
notebook,A1,0
nothing,A1,0
notice,B1,2
noticeable,B1,2
noticeboard,B1,2
notification,C2,5
notify,C1,4
notion,B1,2
notoriety,C2,5
notorious,C2,5
notoriously,C2,5
notwithstanding,C1,4
nought,B2,3
noun,A2,1
nourish,B2,3
nourishment,B2,3
novel,A2,1
novelist,B1,2
novelty,B2,3
november,A1,0
novice,C2,5
now,B2,3
now and then,C2,5
nowadays,A2,1
nowhere,B1,2
nuclear,B1,2
nucleus,B1,2
nuisance,B2,3
numb,C1,4
number,A1,0
numerical,B2,3
numerous,B1,2
nurse,B1,2
nursery,B2,3
nursing,C1,4
nut,B2,3
nutrient,B1,2
nutrition,C1,4
nutritious,B1,2
nutshell,B2,3
oak,A2,1
oath,B2,3
obedience,B2,3
obedient,B2,3
obey,B2,3
obituary,B2,3
object,B2,3
objection,B1,2
objective,B2,3
obligation,B2,3
obligatory,C2,5
oblige,C1,4
oblique,C2,5
obscure,C1,4
obscurely,C1,4
observance,C2,5
observation,B1,2
observe,B1,2
observer,B2,3
obsess,B2,3
obsession,B2,3
obsessive,B2,3
obstacle,B1,2
obtain,B1,2
obvious,B1,2
obviously,B1,2
occasion,B1,2
occasional,B1,2
occasionally,B1,2
occupant,C1,4
occupation,A2,1
occupational,C1,4
occupy,B1,2
occur,B1,2
occurrence,C1,4
ocean,B1,2
o'clock,A1,0
october,A1,0
octogenarian,C2,5
odd,B2,3
oddity,C1,4
odds,B2,3
of,A1,0
off,B1,2
offence,B1,2
offend,B2,3
offender,B2,3
offense,B2,3
offensive,B1,2
offer,A2,1
offering,C1,4
offhand,B2,3
office,A1,0
officer,A1,0
official,B2,3
officially,B1,2
offset,C1,4
offshore,B2,3
offspring,C1,4
often,A1,0
oh,A2,1
oil,A2,1
oily,B1,2
ointment,B2,3
ok,B1,2
okay,A1,0
old,A1,0
old-fashioned,B1,2
olive,B2,3
olive oil,A2,1
olympia,B2,3
olympiad,B2,3
olympic,A2,1
olympics,A1,0
omelet,A2,1
omelette,B2,3
omit,B2,3
on,A2,1
on foot,A2,1
on the contrary,C2,5
on the whole,C2,5
on top,C2,5
once,B2,3
one,A2,1
one another,B1,2
oneself,B1,2
ongoing,C1,4
onion,A2,1
online,A2,1
only,A1,0
onset,C2,5
onstage,B1,2
onto,A2,1
onwards,B2,3
opacity,C2,5
opaque,C2,5
open,A1,0
opening,B1,2
openly,B2,3
openness,C2,5
opera,A1,0
operate,A2,1
operation,B1,2
operational,B2,3
operator,B2,3
opinion,A2,1
opponent,B2,3
opportunity,A2,1
